combo_name,combo_size,families,strategies,strategy_ids,production_eligible,preferred_eligible,acceptance_reason,preferred_reason,evaluated_runs,passing_runs,pairs_tested,passing_pairs,two_leg_pairs_tested,two_leg_execution_input_pairs,two_leg_passing_pairs,required_cost_buckets,required_backtest_mode,required_two_leg_inputs,total_trades,median_profit_factor,median_sharpe,worst_drawdown
combo_4way_202,4,adaptive;copula;hybrid;portfolio,Dynamic Threshold Model;Copula Risk Filter;ZScore + ECM;Pair Ranking Strategy,20;29;2;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_209,4,adaptive;copula;ml;portfolio,Dynamic Threshold Model;Copula Risk Filter;Feature Importance Model;Pair Ranking Strategy,20;29;31;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_216,4,adaptive;ecm;hybrid;ml,Dynamic Threshold Model;Pure ECM;ZScore + ECM;Feature Importance Model,20;8;2;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_217,4,adaptive;ecm;hybrid;portfolio,Dynamic Threshold Model;Pure ECM;ZScore + ECM;Pair Ranking Strategy,20;8;2;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_224,4,adaptive;ecm;ml;portfolio,Dynamic Threshold Model;Pure ECM;Feature Importance Model;Pair Ranking Strategy,20;8;31;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_4way_234,4,adaptive;hybrid;ml;portfolio,Dynamic Threshold Model;ZScore + ECM;Feature Importance Model;Pair Ranking Strategy,20;2;31;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,60,0.0,0.0,0.26875228106983406
combo_3way_87,3,composite;copula;regime,Composite Quant Score;Copula Risk Filter;KMeans Regime Model,18;29;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_93,3,composite;ecm;regime,Composite Quant Score;Pure ECM;KMeans Regime Model,18;8;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_98,3,composite;hybrid;regime,Composite Quant Score;ZScore + ECM;KMeans Regime Model,18;2;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_105,3,composite;ml;regime,Composite Quant Score;Feature Importance Model;KMeans Regime Model,18;31;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_107,3,composite;portfolio;regime,Composite Quant Score;Pair Ranking Strategy;KMeans Regime Model,18;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_114,3,copula;ecm;regime,Copula Risk Filter;Pure ECM;KMeans Regime Model,29;8;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_119,3,copula;hybrid;regime,Copula Risk Filter;ZScore + ECM;KMeans Regime Model,29;2;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_126,3,copula;ml;regime,Copula Risk Filter;Feature Importance Model;KMeans Regime Model,29;31;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_128,3,copula;portfolio;regime,Copula Risk Filter;Pair Ranking Strategy;KMeans Regime Model,29;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_134,3,ecm;hybrid;regime,Pure ECM;ZScore + ECM;KMeans Regime Model,8;2;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_141,3,ecm;ml;regime,Pure ECM;Feature Importance Model;KMeans Regime Model,8;31;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_143,3,ecm;portfolio;regime,Pure ECM;Pair Ranking Strategy;KMeans Regime Model,8;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_151,3,hybrid;ml;regime,ZScore + ECM;Feature Importance Model;KMeans Regime Model,2;31;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_153,3,hybrid;portfolio;regime,ZScore + ECM;Pair Ranking Strategy;KMeans Regime Model,2;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_3way_162,3,ml;portfolio;regime,Feature Importance Model;Pair Ranking Strategy;KMeans Regime Model,31;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_254,4,composite;copula;ecm;regime,Composite Quant Score;Copula Risk Filter;Pure ECM;KMeans Regime Model,18;29;8;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_259,4,composite;copula;hybrid;regime,Composite Quant Score;Copula Risk Filter;ZScore + ECM;KMeans Regime Model,18;29;2;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_266,4,composite;copula;ml;regime,Composite Quant Score;Copula Risk Filter;Feature Importance Model;KMeans Regime Model,18;29;31;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_268,4,composite;copula;portfolio;regime,Composite Quant Score;Copula Risk Filter;Pair Ranking Strategy;KMeans Regime Model,18;29;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_274,4,composite;ecm;hybrid;regime,Composite Quant Score;Pure ECM;ZScore + ECM;KMeans Regime Model,18;8;2;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_281,4,composite;ecm;ml;regime,Composite Quant Score;Pure ECM;Feature Importance Model;KMeans Regime Model,18;8;31;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_283,4,composite;ecm;portfolio;regime,Composite Quant Score;Pure ECM;Pair Ranking Strategy;KMeans Regime Model,18;8;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_291,4,composite;hybrid;ml;regime,Composite Quant Score;ZScore + ECM;Feature Importance Model;KMeans Regime Model,18;2;31;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_293,4,composite;hybrid;portfolio;regime,Composite Quant Score;ZScore + ECM;Pair Ranking Strategy;KMeans Regime Model,18;2;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_302,4,composite;ml;portfolio;regime,Composite Quant Score;Feature Importance Model;Pair Ranking Strategy;KMeans Regime Model,18;31;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_309,4,copula;ecm;hybrid;regime,Copula Risk Filter;Pure ECM;ZScore + ECM;KMeans Regime Model,29;8;2;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_316,4,copula;ecm;ml;regime,Copula Risk Filter;Pure ECM;Feature Importance Model;KMeans Regime Model,29;8;31;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_318,4,copula;ecm;portfolio;regime,Copula Risk Filter;Pure ECM;Pair Ranking Strategy;KMeans Regime Model,29;8;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_326,4,copula;hybrid;ml;regime,Copula Risk Filter;ZScore + ECM;Feature Importance Model;KMeans Regime Model,29;2;31;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_328,4,copula;hybrid;portfolio;regime,Copula Risk Filter;ZScore + ECM;Pair Ranking Strategy;KMeans Regime Model,29;2;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_337,4,copula;ml;portfolio;regime,Copula Risk Filter;Feature Importance Model;Pair Ranking Strategy;KMeans Regime Model,29;31;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_346,4,ecm;hybrid;ml;regime,Pure ECM;ZScore + ECM;Feature Importance Model;KMeans Regime Model,8;2;31;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_348,4,ecm;hybrid;portfolio;regime,Pure ECM;ZScore + ECM;Pair Ranking Strategy;KMeans Regime Model,8;2;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_357,4,ecm;ml;portfolio;regime,Pure ECM;Feature Importance Model;Pair Ranking Strategy;KMeans Regime Model,8;31;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_4way_367,4,hybrid;ml;portfolio;regime,ZScore + ECM;Feature Importance Model;Pair Ranking Strategy;KMeans Regime Model,2;31;25;23,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,56,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,44,0.0,0.0,0.25198594387995527
combo_2way_13,2,composite;mean_reversion,Composite Quant Score;Hurst Filter,18;12,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,28,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_2way_20,2,copula;mean_reversion,Copula Risk Filter;Hurst Filter,29;12,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,28,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_2way_26,2,ecm;mean_reversion,Pure ECM;Hurst Filter,8;12,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,28,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_2way_31,2,hybrid;mean_reversion,ZScore + ECM;Hurst Filter,2;12,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,28,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_2way_36,2,mean_reversion;ml,Hurst Filter;Feature Importance Model,12;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,28,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_2way_37,2,mean_reversion;portfolio,Hurst Filter;Pair Ranking Strategy,12;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,28,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_3way_84,3,composite;copula;mean_reversion,Composite Quant Score;Copula Risk Filter;Hurst Filter,18;29;12,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_3way_90,3,composite;ecm;mean_reversion,Composite Quant Score;Pure ECM;Hurst Filter,18;8;12,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_3way_95,3,composite;hybrid;mean_reversion,Composite Quant Score;ZScore + ECM;Hurst Filter,18;2;12,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_3way_100,3,composite;mean_reversion;ml,Composite Quant Score;Hurst Filter;Feature Importance Model,18;12;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_3way_101,3,composite;mean_reversion;portfolio,Composite Quant Score;Hurst Filter;Pair Ranking Strategy,18;12;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_3way_111,3,copula;ecm;mean_reversion,Copula Risk Filter;Pure ECM;Hurst Filter,29;8;12,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_3way_116,3,copula;hybrid;mean_reversion,Copula Risk Filter;ZScore + ECM;Hurst Filter,29;2;12,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_3way_121,3,copula;mean_reversion;ml,Copula Risk Filter;Hurst Filter;Feature Importance Model,29;12;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_3way_122,3,copula;mean_reversion;portfolio,Copula Risk Filter;Hurst Filter;Pair Ranking Strategy,29;12;25,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_3way_131,3,ecm;hybrid;mean_reversion,Pure ECM;ZScore + ECM;Hurst Filter,8;2;12,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
combo_3way_136,3,ecm;mean_reversion;ml,Pure ECM;Hurst Filter;Feature Importance Model,8;12;31,False,False,passing_pairs<2;two_leg_execution_input_pairs<2;two_leg_missing_inputs:BTC-USD-SOL-USD[funding_x+funding_y],not_production_eligible;median_sharpe<1.5;worst_drawdown>0.1;total_trades<250,42,0,2,0,2,1,0,base;stress,two_leg,price_x;price_y;hedge_ratio;beta;funding_x;funding_y,16,0.0,0.0,0.23415871402374777
